customer_id,customer_name,segment,country,city,state,region,postal_code,is_current,effective_start_date,effective_end_date
BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,East,19120,True,2026-07-05,
BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,90032,True,2026-07-05,
BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,East,10035,True,2026-07-05,
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,Central,78207,True,2026-07-05,
BM-11575,Brendan Murry,Corporate,United States,New York City,New York,East,10035,True,2026-07-05,
BM-11650,Brian Moss,Corporate,United States,New York City,New York,East,10035,True,2026-07-05,
BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,East,43229,True,2026-07-05,
BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,South,27511,True,2026-07-05,
BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,90049,True,2026-07-05,
BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,West,90045,True,2026-07-05,
BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,South,40475,True,2026-07-05,
BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,East,2920,True,2026-07-05,
BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,Central,61604,True,2026-07-05,
BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,South,31907,True,2026-07-05,
BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,80004,True,2026-07-05,
BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,West,99207,True,2026-07-05,
BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,Central,60201,True,2026-07-05,
BS-11365,Bill Shonely,Corporate,United States,New York City,New York,East,10011,True,2026-07-05,
BS-11380,Bill Stewart,Corporate,United States,Skokie,Illinois,Central,60076,True,2026-07-05,
BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,85234,True,2026-07-05,
BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,East,19143,True,2026-07-05,
BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,West,80219,True,2026-07-05,
BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,East,10011,True,2026-07-05,
BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,West,92627,True,2026-07-05,
BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,Central,48227,True,2026-07-05,
BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,West,80122,True,2026-07-05,
BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,East,20735,True,2026-07-05,
BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,90036,True,2026-07-05,
BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,East,43055,True,2026-07-05,
BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,50315,True,2026-07-05,
BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,South,27604,True,2026-07-05,
BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,Central,53209,True,2026-07-05,
BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,South,33437,True,2026-07-05,
CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,South,35244,True,2026-07-05,
CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,Central,77070,True,2026-07-05,
CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,Central,60610,True,2026-07-05,
CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,East,45231,False,2026-07-05,2026-07-05
CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,South,33614,True,2026-07-05,
CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,East,45011,True,2026-07-05,
CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,East,43229,True,2026-07-05,
CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,South,27514,True,2026-07-05,
CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,Central,47201,True,2026-07-05,
CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,West,90004,True,2026-07-05,
CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,46350,True,2026-07-05,
CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,South,28314,True,2026-07-05,
CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,Central,47201,True,2026-07-05,
CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,East,10024,True,2026-07-05,
CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,West,94122,True,2026-07-05,
CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,East,19134,True,2026-07-05,
CC-12670,Craig Carreira,Consumer,United States,New York City,New York,East,10009,True,2026-07-05,
CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,South,27405,True,2026-07-05,
CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,California,West,92530,True,2026-07-05,
CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,75701,True,2026-07-05,
CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,West,98105,True,2026-07-05,
CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,West,92037,True,2026-07-05,
CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,19120,True,2026-07-05,
CG-12520,Claire Gute,Consumer,United States,Henderson,Kentucky,South,42420,True,2026-07-05,
CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,South,27604,False,2026-07-05,2026-07-05
CJ-11875,Carl Jackson,Corporate,United States,Philadelphia,Pennsylvania,East,19140,True,2026-07-05,
CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,West,92646,True,2026-07-05,
CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,19120,True,2026-07-05,
CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,West,84057,True,2026-07-05,
CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,43123,True,2026-07-05,
CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,East,7036,True,2026-07-05,
CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,East,2149,True,2026-07-05,
CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,Central,50322,True,2026-07-05,
CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,Central,65807,True,2026-07-05,
CM-11815,Candace McMahon,Unknown,United States,Pasadena,Texas,Central,77506,True,2026-07-05,
CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,28314,True,2026-07-05,
CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,10011,True,2026-07-05,
CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,Central,78521,True,2026-07-05,
CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,East,19134,True,2026-07-05,
CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,Central,75007,True,2026-07-05,
CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,South,30318,True,2026-07-05,
CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,West,94122,True,2026-07-05,
CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,90008,True,2026-07-05,
CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,Central,77340,True,2026-07-05,
CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,East,6360,True,2026-07-05,
CP-12340,Christine Phan,Corporate,United States,New York City,New York,East,10009,True,2026-07-05,
CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,Central,60126,True,2026-07-05,
CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,East,8701,True,2026-07-05,
CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,43229,True,2026-07-05,
CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,East,10035,True,2026-07-05,
CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,98105,False,2026-07-05,2026-07-05
CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,South,28540,True,2026-07-05,
CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,60610,True,2026-07-05,
CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,West,90004,True,2026-07-05,
CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee,South,38401,True,2026-07-05,
CS-12250,Chris Selesnick,Corporate,United States,Unknown,Louisiana,South,71111,False,2026-07-05,2026-07-05
CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,30076,True,2026-07-05,
CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,Central,60623,True,2026-07-05,
CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,South,31907,True,2026-07-05,
CS-12490,Cindy Schnelling,Corporate,United States,Conroe,Texas,Central,77301,True,2026-07-05,
CS-12505,Cindy Stewart,Consumer,United States,Thomasville,North Carolina,South,27360,True,2026-07-05,
CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,Central,55901,True,2026-07-05,
CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,West,93727,True,2026-07-05,
CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,East,10035,True,2026-07-05,
CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,Central,77340,True,2026-07-05,
CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,West,94601,True,2026-07-05,
Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,East,19143,False,2026-07-05,2026-07-05
DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,Central,77095,True,2026-07-05,
DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,South,33614,True,2026-07-05,
DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,West,90004,True,2026-07-05,
DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,West,98115,True,2026-07-05,
DB-13120,David Bremer,Corporate,United States,Santa Clara,California,West,95051,True,2026-07-05,
DB-13210,Dean Braden,Consumer,United States,Houston,Texas,Central,77041,True,2026-07-05,
DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,West,92024,True,2026-07-05,
DB-13360,Dennis Bolton,Home Office,United States,New York City,New York,East,10009,True,2026-07-05,
DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,Central,46350,True,2026-07-05,
DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,South,32216,True,2026-07-05,
DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,West,90045,True,2026-07-05,
DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,East,11572,True,2026-07-05,
DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,South,35630,True,2026-07-05,
DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,Central,55016,True,2026-07-05,
DD-13570,Dorothy Dickinson,Consumer,United States,Houston,Texas,Central,77041,True,2026-07-05,
DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,45503,True,2026-07-05,
DF-13135,David Flashing,Consumer,United States,Vallejo,California,West,94591,True,2026-07-05,
DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,19134,True,2026-07-05,
DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,South,40475,True,2026-07-05,
DH-13675,Duane Huffman,Home Office,United States,Quincy,Massachusetts,East,2169,True,2026-07-05,
DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,South,31088,True,2026-07-05,
DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,South,37130,True,2026-07-05,
DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,10024,True,2026-07-05,
DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,93905,True,2026-07-05,
DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,Central,53142,True,2026-07-05,
DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,South,42420,True,2026-07-05,
DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,West,98103,True,2026-07-05,
DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,Central,62521,True,2026-07-05,
DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,19140,True,2026-07-05,
DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,East,43302,True,2026-07-05,
DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,East,45231,True,2026-07-05,
DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,West,92054,True,2026-07-05,
DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,10024,True,2026-07-05,
DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,West,88001,True,2026-07-05,
DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,West,94110,True,2026-07-05,
DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,Central,48146,True,2026-07-05,
DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,West,92024,True,2026-07-05,
DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,South,30076,True,2026-07-05,
DM-13525,Don Miller,Corporate,United States,Houston,Texas,Central,77070,True,2026-07-05,
DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,West,94122,True,2026-07-05,
DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,South,33024,True,2026-07-05,
DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,West,90036,True,2026-07-05,
DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,47150,True,2026-07-05,
DP-13105,Dave Poirier,Corporate,United States,Salinas,California,West,93905,True,2026-07-05,
DP-13165,David Philippe,Consumer,United States,New York City,New York,East,10035,True,2026-07-05,
DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,Central,61604,True,2026-07-05,
DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,Central,60623,True,2026-07-05,
DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,2038,True,2026-07-05,
DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,98115,True,2026-07-05,
DS-13180,David Smith,Corporate,United States,Detroit,Michigan,Central,48227,True,2026-07-05,
DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,West,90036,True,2026-07-05,
DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,80219,True,2026-07-05,
DW-13195,David Wiener,Corporate,United States,Houston,Texas,Central,77095,True,2026-07-05,
DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,Central,55044,True,2026-07-05,
DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,West,98105,True,2026-07-05,
DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,43229,True,2026-07-05,
Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,Central,77506,True,2026-07-05,
Dp-13240,Dean percer,Home Office,United States,Murray,Utah,West,84107,True,2026-07-05,
EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,South,28205,True,2026-07-05,
EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,East,44312,True,2026-07-05,
EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,West,98103,True,2026-07-05,
EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,98105,True,2026-07-05,
EB-13870,Emily Burns,Consumer,United States,Orem,Utah,West,84057,True,2026-07-05,
EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,West,94110,True,2026-07-05,
EB-13975,Erica Bern,Corporate,United States,Fairfield,California,West,94533,True,2026-07-05,
EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,East,19134,True,2026-07-05,
EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,South,28403,True,2026-07-05,
EC-14050,Erin Creighton,Consumer,United States,New York City,New York,East,10024,True,2026-07-05,
ED-13885,Emily Ducich,Home Office,United States,San Diego,California,West,92037,True,2026-07-05,
EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,11572,True,2026-07-05,
EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,East,13601,True,2026-07-05,
EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,90049,True,2026-07-05,
EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,South,30076,True,2026-07-05,
EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,West,80219,True,2026-07-05,
EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,Central,60505,True,2026-07-05,
EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,South,35601,True,2026-07-05,
EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,West,92037,False,2026-07-05,2026-07-05
EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,South,39503,True,2026-07-05,
EK-13795,Eileen Kiefer,Unknown,United States,Santa Ana,California,West,92704,True,2026-07-05,
EL-13735,Ed Ludwig,Home Office,United States,Columbia,Maryland,East,21044,True,2026-07-05,
EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,West,90036,True,2026-07-05,
EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,Central,57103,True,2026-07-05,
EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,East,19134,True,2026-07-05,
EM-14065,Erin Mull,Consumer,United States,New York City,New York,East,10024,True,2026-07-05,
EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,90036,True,2026-07-05,
EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,85301,True,2026-07-05,
EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,South,23464,True,2026-07-05,
EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,10035,True,2026-07-05,
EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,Central,60653,True,2026-07-05,
ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,Central,55106,True,2026-07-05,
ES-14020,Erica Smith,Consumer,United States,San Francisco,California,West,94110,True,2026-07-05,
ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,South,32935,True,2026-07-05,
FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,West,90805,True,2026-07-05,
FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,East,44107,True,2026-07-05,
FC-14335,Fred Chung,Corporate,United States,Mesquite,Texas,Central,75150,True,2026-07-05,
FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,West,94110,True,2026-07-05,
FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,46350,True,2026-07-05,
FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,98105,True,2026-07-05,
FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,East,19120,True,2026-07-05,
FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,East,43017,True,2026-07-05,
FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,West,90032,True,2026-07-05,
FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,80013,True,2026-07-05,
FO-14305,Frank Olsen,Consumer,United States,New York City,New York,East,10035,True,2026-07-05,
